datetime,consumption_kw,is_outage,outage_duration_h,hour,day_of_week,month
2023-01-04 14:00:00,226.26,0,0.0,14,2,1
2023-01-04 15:00:00,225.54,0,0.0,15,2,1
2023-01-04 16:00:00,222.21,0,0.0,16,2,1
2023-01-04 17:00:00,209.64,0,0.0,17,2,1
2023-01-04 18:00:00,199.98,0,0.0,18,2,1
2023-01-04 19:00:00,135.58,0,0.0,19,2,1
2023-01-04 20:00:00,118.65,0,0.0,20,2,1
2023-01-04 21:00:00,113.45,0,0.0,21,2,1
2023-01-04 22:00:00,81.39,0,0.0,22,2,1
2023-01-04 23:00:00,80.0,0,0.0,23,2,1
2023-01-05 00:00:00,80.16,0,0.0,0,3,1
2023-01-05 01:00:00,86.75,0,0.0,1,3,1
2023-01-05 02:00:00,112.7,0,0.0,2,3,1
2023-01-05 03:00:00,101.06,0,0.0,3,3,1
2023-01-05 04:00:00,119.33,0,0.0,4,3,1
2023-01-05 05:00:00,156.55,0,0.0,5,3,1
2023-01-05 06:00:00,144.66,0,0.0,6,3,1
2023-01-05 07:00:00,174.0,0,0.0,7,3,1
2023-01-05 08:00:00,201.0,0,0.0,8,3,1
2023-01-05 09:00:00,222.27,0,0.0,9,3,1
2023-01-05 10:00:00,219.05,0,0.0,10,3,1
2023-01-05 11:00:00,233.21,0,0.0,11,3,1
2023-01-05 12:00:00,252.6,0,0.0,12,3,1
2023-01-05 13:00:00,212.39,0,0.0,13,3,1
2023-01-05 14:00:00,239.82,0,0.0,14,3,1
2023-01-05 15:00:00,228.92,0,0.0,15,3,1
2023-01-05 16:00:00,206.09,0,0.0,16,3,1
2023-01-05 17:00:00,181.25,0,0.0,17,3,1
2023-01-05 18:00:00,3.25,1,2.37,18,3,1
2023-01-05 19:00:00,129.12,0,0.0,19,3,1
2023-01-05 20:00:00,128.49,0,0.0,20,3,1
2023-01-05 21:00:00,114.97,0,0.0,21,3,1
2023-01-05 22:00:00,130.73,0,0.0,22,3,1
2023-01-05 23:00:00,98.11,0,0.0,23,3,1
2023-01-06 00:00:00,84.65,0,0.0,0,4,1
2023-01-06 01:00:00,104.39,0,0.0,1,4,1
2023-01-06 02:00:00,110.0,0,0.0,2,4,1
2023-01-06 03:00:00,135.03,0,0.0,3,4,1
2023-01-06 04:00:00,137.53,0,0.0,4,4,1
2023-01-06 05:00:00,142.41,0,0.0,5,4,1
2023-01-06 06:00:00,171.95,0,0.0,6,4,1
2023-01-06 07:00:00,145.11,0,0.0,7,4,1
2023-01-06 08:00:00,205.4,0,0.0,8,4,1
2023-01-06 09:00:00,211.46,0,0.0,9,4,1
2023-01-06 10:00:00,227.45,0,0.0,10,4,1
2023-01-06 11:00:00,217.65,0,0.0,11,4,1
2023-01-06 12:00:00,249.53,0,0.0,12,4,1
2023-01-06 13:00:00,234.96,0,0.0,13,4,1
2023-01-06 14:00:00,211.24,0,0.0,14,4,1
2023-01-06 15:00:00,210.12,0,0.0,15,4,1
2023-01-06 16:00:00,219.7,0,0.0,16,4,1
2023-01-06 17:00:00,215.51,0,0.0,17,4,1
2023-01-06 18:00:00,219.95,0,0.0,18,4,1
2023-01-06 19:00:00,180.77,0,0.0,19,4,1
2023-01-06 20:00:00,131.22,0,0.0,20,4,1
2023-01-06 21:00:00,99.8,0,0.0,21,4,1
2023-01-06 22:00:00,74.72,0,0.0,22,4,1
2023-01-06 23:00:00,105.72,0,0.0,23,4,1
2023-01-07 00:00:00,87.81,0,0.0,0,5,1
2023-01-07 01:00:00,95.47,0,0.0,1,5,1
2023-01-07 02:00:00,97.52,0,0.0,2,5,1
2023-01-07 03:00:00,112.53,0,0.0,3,5,1
2023-01-07 04:00:00,140.99,0,0.0,4,5,1
2023-01-07 05:00:00,139.41,0,0.0,5,5,1
2023-01-07 06:00:00,147.62,0,0.0,6,5,1
2023-01-07 07:00:00,147.41,0,0.0,7,5,1
2023-01-07 08:00:00,149.88,0,0.0,8,5,1
2023-01-07 09:00:00,178.06,0,0.0,9,5,1
2023-01-07 10:00:00,192.49,0,0.0,10,5,1
2023-01-07 11:00:00,224.82,0,0.0,11,5,1
2023-01-07 12:00:00,201.95,0,0.0,12,5,1
2023-01-07 13:00:00,213.04,0,0.0,13,5,1
2023-01-07 14:00:00,185.81,0,0.0,14,5,1
2023-01-07 15:00:00,167.58,0,0.0,15,5,1
2023-01-07 16:00:00,160.52,0,0.0,16,5,1
2023-01-07 17:00:00,152.06,0,0.0,17,5,1
2023-01-07 18:00:00,181.93,0,0.0,18,5,1
2023-01-07 19:00:00,124.74,0,0.0,19,5,1
2023-01-07 20:00:00,18.66,1,4.17,20,5,1
2023-01-07 21:00:00,101.1,0,0.0,21,5,1
2023-01-07 22:00:00,120.67,0,0.0,22,5,1
2023-01-07 23:00:00,107.48,0,0.0,23,5,1
2023-01-08 00:00:00,97.65,0,0.0,0,6,1
2023-01-08 01:00:00,101.09,0,0.0,1,6,1
2023-01-08 02:00:00,96.88,0,0.0,2,6,1
2023-01-08 03:00:00,121.34,0,0.0,3,6,1
2023-01-08 04:00:00,118.18,0,0.0,4,6,1
2023-01-08 05:00:00,118.67,0,0.0,5,6,1
2023-01-08 06:00:00,130.83,0,0.0,6,6,1
2023-01-08 07:00:00,165.53,0,0.0,7,6,1
2023-01-08 08:00:00,198.69,0,0.0,8,6,1
2023-01-08 09:00:00,187.76,0,0.0,9,6,1
2023-01-08 10:00:00,191.52,0,0.0,10,6,1
2023-01-08 11:00:00,202.58,0,0.0,11,6,1
2023-01-08 12:00:00,219.59,0,0.0,12,6,1
2023-01-08 13:00:00,201.59,0,0.0,13,6,1
2023-01-08 14:00:00,187.14,0,0.0,14,6,1
2023-01-08 15:00:00,201.95,0,0.0,15,6,1
2023-01-08 16:00:00,181.43,0,0.0,16,6,1
2023-01-08 17:00:00,185.98,0,0.0,17,6,1
2023-01-08 18:00:00,152.75,0,0.0,18,6,1
2023-01-08 19:00:00,118.69,0,0.0,19,6,1
2023-01-08 20:00:00,104.48,0,0.0,20,6,1
2023-01-08 21:00:00,139.41,0,0.0,21,6,1
2023-01-08 22:00:00,132.55,0,0.0,22,6,1
2023-01-08 23:00:00,99.01,0,0.0,23,6,1
2023-01-09 00:00:00,94.25,0,0.0,0,0,1
2023-01-09 01:00:00,123.63,0,0.0,1,0,1
2023-01-09 02:00:00,90.09,0,0.0,2,0,1
2023-01-09 03:00:00,101.22,0,0.0,3,0,1
2023-01-09 04:00:00,134.65,0,0.0,4,0,1
2023-01-09 05:00:00,131.14,0,0.0,5,0,1
2023-01-09 06:00:00,149.92,0,0.0,6,0,1
2023-01-09 07:00:00,160.49,0,0.0,7,0,1
2023-01-09 08:00:00,220.06,0,0.0,8,0,1
2023-01-09 09:00:00,246.47,0,0.0,9,0,1
2023-01-09 10:00:00,19.81,1,0.5,10,0,1
2023-01-09 11:00:00,247.96,0,0.0,11,0,1
2023-01-09 12:00:00,209.25,0,0.0,12,0,1
2023-01-09 13:00:00,237.57,0,0.0,13,0,1
2023-01-09 14:00:00,220.65,0,0.0,14,0,1
2023-01-09 15:00:00,207.07,0,0.0,15,0,1
2023-01-09 16:00:00,201.83,0,0.0,16,0,1
2023-01-09 17:00:00,197.93,0,0.0,17,0,1
2023-01-09 18:00:00,203.74,0,0.0,18,0,1
2023-01-09 19:00:00,117.16,0,0.0,19,0,1
2023-01-09 20:00:00,125.46,0,0.0,20,0,1
2023-01-09 21:00:00,107.38,0,0.0,21,0,1
2023-01-09 22:00:00,101.78,0,0.0,22,0,1
2023-01-09 23:00:00,116.75,0,0.0,23,0,1
2023-01-10 00:00:00,108.07,0,0.0,0,1,1
2023-01-10 01:00:00,121.76,0,0.0,1,1,1
2023-01-10 02:00:00,104.38,0,0.0,2,1,1
2023-01-10 03:00:00,104.21,0,0.0,3,1,1
2023-01-10 04:00:00,121.64,0,0.0,4,1,1
2023-01-10 05:00:00,140.7,0,0.0,5,1,1
2023-01-10 06:00:00,152.65,0,0.0,6,1,1
2023-01-10 07:00:00,146.68,0,0.0,7,1,1
2023-01-10 08:00:00,216.36,0,0.0,8,1,1
2023-01-10 09:00:00,228.78,0,0.0,9,1,1
2023-01-10 10:00:00,271.06,0,0.0,10,1,1
2023-01-10 11:00:00,266.45,0,0.0,11,1,1
2023-01-10 12:00:00,227.2,0,0.0,12,1,1
2023-01-10 13:00:00,233.99,0,0.0,13,1,1
2023-01-10 14:00:00,211.35,0,0.0,14,1,1
2023-01-10 15:00:00,216.49,0,0.0,15,1,1
2023-01-10 16:00:00,219.73,0,0.0,16,1,1
2023-01-10 17:00:00,221.03,0,0.0,17,1,1
2023-01-10 18:00:00,2.45,1,0.5,18,1,1
2023-01-10 19:00:00,127.25,0,0.0,19,1,1
2023-01-10 20:00:00,92.79,0,0.0,20,1,1
2023-01-10 21:00:00,112.2,0,0.0,21,1,1
2023-01-10 22:00:00,90.76,0,0.0,22,1,1
2023-01-10 23:00:00,93.76,0,0.0,23,1,1
2023-01-11 00:00:00,86.85,0,0.0,0,2,1
2023-01-11 01:00:00,100.29,0,0.0,1,2,1
2023-01-11 02:00:00,80.33,0,0.0,2,2,1
2023-01-11 03:00:00,92.64,0,0.0,3,2,1
2023-01-11 04:00:00,13.66,1,4.2,4,2,1
2023-01-11 05:00:00,117.75,0,0.0,5,2,1
2023-01-11 06:00:00,133.55,0,0.0,6,2,1
2023-01-11 07:00:00,190.49,0,0.0,7,2,1
2023-01-11 08:00:00,258.58,0,0.0,8,2,1
2023-01-11 09:00:00,207.78,0,0.0,9,2,1
2023-01-11 10:00:00,227.78,0,0.0,10,2,1
2023-01-11 11:00:00,243.42,0,0.0,11,2,1
2023-01-11 12:00:00,265.93,0,0.0,12,2,1
2023-01-11 13:00:00,223.49,0,0.0,13,2,1
2023-01-11 14:00:00,229.62,0,0.0,14,2,1
2023-01-11 15:00:00,237.02,0,0.0,15,2,1
2023-01-11 16:00:00,221.52,0,0.0,16,2,1
2023-01-11 17:00:00,197.3,0,0.0,17,2,1
2023-01-11 18:00:00,187.99,0,0.0,18,2,1
2023-01-11 19:00:00,116.44,0,0.0,19,2,1
2023-01-11 20:00:00,121.43,0,0.0,20,2,1
2023-01-11 21:00:00,110.65,0,0.0,21,2,1
2023-01-11 22:00:00,110.18,0,0.0,22,2,1
2023-01-11 23:00:00,93.37,0,0.0,23,2,1
2023-01-12 00:00:00,107.07,0,0.0,0,3,1
2023-01-12 01:00:00,116.89,0,0.0,1,3,1
2023-01-12 02:00:00,109.03,0,0.0,2,3,1
2023-01-12 03:00:00,119.92,0,0.0,3,3,1
2023-01-12 04:00:00,125.8,0,0.0,4,3,1
2023-01-12 05:00:00,137.06,0,0.0,5,3,1
2023-01-12 06:00:00,139.18,0,0.0,6,3,1
2023-01-12 07:00:00,167.69,0,0.0,7,3,1
2023-01-12 08:00:00,9.32,1,1.01,8,3,1
2023-01-12 09:00:00,256.75,0,0.0,9,3,1
2023-01-12 10:00:00,256.9,0,0.0,10,3,1
2023-01-12 11:00:00,244.08,0,0.0,11,3,1
2023-01-12 12:00:00,228.55,0,0.0,12,3,1
2023-01-12 13:00:00,221.61,0,0.0,13,3,1
2023-01-12 14:00:00,251.17,0,0.0,14,3,1
2023-01-12 15:00:00,229.3,0,0.0,15,3,1
2023-01-12 16:00:00,222.2,0,0.0,16,3,1
2023-01-12 17:00:00,176.77,0,0.0,17,3,1
2023-01-12 18:00:00,203.91,0,0.0,18,3,1
2023-01-12 19:00:00,143.88,0,0.0,19,3,1
2023-01-12 20:00:00,108.34,0,0.0,20,3,1
2023-01-12 21:00:00,107.57,0,0.0,21,3,1
2023-01-12 22:00:00,110.65,0,0.0,22,3,1
2023-01-12 23:00:00,102.49,0,0.0,23,3,1
2023-01-13 00:00:00,95.62,0,0.0,0,4,1
2023-01-13 01:00:00,100.15,0,0.0,1,4,1
2023-01-13 02:00:00,102.92,0,0.0,2,4,1
2023-01-13 03:00:00,116.93,0,0.0,3,4,1
2023-01-13 04:00:00,147.07,0,0.0,4,4,1
2023-01-13 05:00:00,98.56,0,0.0,5,4,1
2023-01-13 06:00:00,146.45,0,0.0,6,4,1
2023-01-13 07:00:00,165.59,0,0.0,7,4,1
2023-01-13 08:00:00,219.44,0,0.0,8,4,1
2023-01-13 09:00:00,219.78,0,0.0,9,4,1
2023-01-13 10:00:00,206.95,0,0.0,10,4,1
2023-01-13 11:00:00,243.22,0,0.0,11,4,1
2023-01-13 12:00:00,265.91,0,0.0,12,4,1
2023-01-13 13:00:00,215.29,0,0.0,13,4,1
2023-01-13 14:00:00,246.26,0,0.0,14,4,1
2023-01-13 15:00:00,220.43,0,0.0,15,4,1
2023-01-13 16:00:00,214.08,0,0.0,16,4,1
2023-01-13 17:00:00,187.15,0,0.0,17,4,1
2023-01-13 18:00:00,184.98,0,0.0,18,4,1
2023-01-13 19:00:00,156.56,0,0.0,19,4,1
2023-01-13 20:00:00,133.74,0,0.0,20,4,1
2023-01-13 21:00:00,140.63,0,0.0,21,4,1
2023-01-13 22:00:00,124.36,0,0.0,22,4,1
2023-01-13 23:00:00,108.29,0,0.0,23,4,1
2023-01-14 00:00:00,126.16,0,0.0,0,5,1
2023-01-14 01:00:00,108.29,0,0.0,1,5,1
2023-01-14 02:00:00,119.12,0,0.0,2,5,1
2023-01-14 03:00:00,110.2,0,0.0,3,5,1
2023-01-14 04:00:00,126.0,0,0.0,4,5,1
2023-01-14 05:00:00,126.6,0,0.0,5,5,1
2023-01-14 06:00:00,164.84,0,0.0,6,5,1
2023-01-14 07:00:00,145.27,0,0.0,7,5,1
2023-01-14 08:00:00,186.74,0,0.0,8,5,1
2023-01-14 09:00:00,182.5,0,0.0,9,5,1
2023-01-14 10:00:00,210.87,0,0.0,10,5,1
2023-01-14 11:00:00,209.56,0,0.0,11,5,1
2023-01-14 12:00:00,227.31,0,0.0,12,5,1
2023-01-14 13:00:00,209.26,0,0.0,13,5,1
2023-01-14 14:00:00,169.72,0,0.0,14,5,1
2023-01-14 15:00:00,184.35,0,0.0,15,5,1
2023-01-14 16:00:00,157.42,0,0.0,16,5,1
2023-01-14 17:00:00,155.17,0,0.0,17,5,1
2023-01-14 18:00:00,172.67,0,0.0,18,5,1
2023-01-14 19:00:00,146.62,0,0.0,19,5,1
2023-01-14 20:00:00,114.52,0,0.0,20,5,1
2023-01-14 21:00:00,99.44,0,0.0,21,5,1
2023-01-14 22:00:00,10.82,1,9.81,22,5,1
2023-01-14 23:00:00,83.46,0,0.0,23,5,1
2023-01-15 00:00:00,89.93,0,0.0,0,6,1
2023-01-15 01:00:00,106.38,0,0.0,1,6,1
2023-01-15 02:00:00,124.03,0,0.0,2,6,1
2023-01-15 03:00:00,123.78,0,0.0,3,6,1
2023-01-15 04:00:00,90.63,0,0.0,4,6,1
2023-01-15 05:00:00,141.62,0,0.0,5,6,1
2023-01-15 06:00:00,151.08,0,0.0,6,6,1
2023-01-15 07:00:00,169.15,0,0.0,7,6,1
2023-01-15 08:00:00,199.24,0,0.0,8,6,1
2023-01-15 09:00:00,154.41,0,0.0,9,6,1
2023-01-15 10:00:00,184.43,0,0.0,10,6,1
2023-01-15 11:00:00,207.16,0,0.0,11,6,1
2023-01-15 12:00:00,176.28,0,0.0,12,6,1
2023-01-15 13:00:00,220.44,0,0.0,13,6,1
2023-01-15 14:00:00,198.83,0,0.0,14,6,1
2023-01-15 15:00:00,198.05,0,0.0,15,6,1
2023-01-15 16:00:00,166.44,0,0.0,16,6,1
2023-01-15 17:00:00,175.15,0,0.0,17,6,1
2023-01-15 18:00:00,166.03,0,0.0,18,6,1
2023-01-15 19:00:00,140.55,0,0.0,19,6,1
2023-01-15 20:00:00,128.52,0,0.0,20,6,1
2023-01-15 21:00:00,118.7,0,0.0,21,6,1
2023-01-15 22:00:00,93.75,0,0.0,22,6,1
2023-01-15 23:00:00,99.49,0,0.0,23,6,1
2023-01-16 00:00:00,97.71,0,0.0,0,0,1
2023-01-16 01:00:00,107.45,0,0.0,1,0,1
2023-01-16 02:00:00,121.7,0,0.0,2,0,1
2023-01-16 03:00:00,98.77,0,0.0,3,0,1
2023-01-16 04:00:00,123.12,0,0.0,4,0,1
2023-01-16 05:00:00,159.28,0,0.0,5,0,1
2023-01-16 06:00:00,138.85,0,0.0,6,0,1
2023-01-16 07:00:00,150.61,0,0.0,7,0,1
2023-01-16 08:00:00,218.03,0,0.0,8,0,1
2023-01-16 09:00:00,238.02,0,0.0,9,0,1
2023-01-16 10:00:00,233.47,0,0.0,10,0,1
2023-01-16 11:00:00,3.59,1,2.95,11,0,1
2023-01-16 12:00:00,252.85,0,0.0,12,0,1
2023-01-16 13:00:00,250.92,0,0.0,13,0,1
2023-01-16 14:00:00,241.61,0,0.0,14,0,1
2023-01-16 15:00:00,260.27,0,0.0,15,0,1
2023-01-16 16:00:00,211.92,0,0.0,16,0,1
2023-01-16 17:00:00,172.89,0,0.0,17,0,1
2023-01-16 18:00:00,214.06,0,0.0,18,0,1
2023-01-16 19:00:00,14.47,1,3.74,19,0,1
2023-01-16 20:00:00,126.62,0,0.0,20,0,1
2023-01-16 21:00:00,134.29,0,0.0,21,0,1
2023-01-16 22:00:00,82.66,0,0.0,22,0,1
2023-01-16 23:00:00,82.93,0,0.0,23,0,1
2023-01-17 00:00:00,75.98,0,0.0,0,1,1
2023-01-17 01:00:00,89.79,0,0.0,1,1,1
2023-01-17 02:00:00,113.29,0,0.0,2,1,1
2023-01-17 03:00:00,122.51,0,0.0,3,1,1
2023-01-17 04:00:00,129.14,0,0.0,4,1,1
2023-01-17 05:00:00,115.87,0,0.0,5,1,1
2023-01-17 06:00:00,115.35,0,0.0,6,1,1
2023-01-17 07:00:00,163.76,0,0.0,7,1,1
2023-01-17 08:00:00,207.92,0,0.0,8,1,1
2023-01-17 09:00:00,232.25,0,0.0,9,1,1
2023-01-17 10:00:00,243.83,0,0.0,10,1,1
2023-01-17 11:00:00,240.37,0,0.0,11,1,1
2023-01-17 12:00:00,251.4,0,0.0,12,1,1
2023-01-17 13:00:00,241.73,0,0.0,13,1,1
2023-01-17 14:00:00,241.25,0,0.0,14,1,1
2023-01-17 15:00:00,214.79,0,0.0,15,1,1
2023-01-17 16:00:00,212.31,0,0.0,16,1,1
2023-01-17 17:00:00,205.89,0,0.0,17,1,1
2023-01-17 18:00:00,202.31,0,0.0,18,1,1
2023-01-17 19:00:00,131.15,0,0.0,19,1,1
2023-01-17 20:00:00,132.82,0,0.0,20,1,1
2023-01-17 21:00:00,110.66,0,0.0,21,1,1
2023-01-17 22:00:00,104.94,0,0.0,22,1,1
2023-01-17 23:00:00,114.15,0,0.0,23,1,1
2023-01-18 00:00:00,70.1,0,0.0,0,2,1
2023-01-18 01:00:00,82.26,0,0.0,1,2,1
2023-01-18 02:00:00,84.47,0,0.0,2,2,1
2023-01-18 03:00:00,79.64,0,0.0,3,2,1
2023-01-18 04:00:00,114.83,0,0.0,4,2,1
2023-01-18 05:00:00,148.3,0,0.0,5,2,1
2023-01-18 06:00:00,145.73,0,0.0,6,2,1
2023-01-18 07:00:00,165.91,0,0.0,7,2,1
2023-01-18 08:00:00,231.34,0,0.0,8,2,1
2023-01-18 09:00:00,245.27,0,0.0,9,2,1
2023-01-18 10:00:00,232.26,0,0.0,10,2,1
2023-01-18 11:00:00,3.33,1,1.5,11,2,1
2023-01-18 12:00:00,241.38,0,0.0,12,2,1
2023-01-18 13:00:00,225.74,0,0.0,13,2,1
2023-01-18 14:00:00,224.39,0,0.0,14,2,1
2023-01-18 15:00:00,203.15,0,0.0,15,2,1
2023-01-18 16:00:00,201.68,0,0.0,16,2,1
2023-01-18 17:00:00,197.57,0,0.0,17,2,1
2023-01-18 18:00:00,202.05,0,0.0,18,2,1
2023-01-18 19:00:00,162.87,0,0.0,19,2,1
2023-01-18 20:00:00,104.27,0,0.0,20,2,1
2023-01-18 21:00:00,120.54,0,0.0,21,2,1
2023-01-18 22:00:00,91.09,0,0.0,22,2,1
2023-01-18 23:00:00,108.82,0,0.0,23,2,1
2023-01-19 00:00:00,98.03,0,0.0,0,3,1
2023-01-19 01:00:00,74.24,0,0.0,1,3,1
2023-01-19 02:00:00,120.62,0,0.0,2,3,1
2023-01-19 03:00:00,105.57,0,0.0,3,3,1
2023-01-19 04:00:00,116.99,0,0.0,4,3,1
2023-01-19 05:00:00,121.01,0,0.0,5,3,1
2023-01-19 06:00:00,140.19,0,0.0,6,3,1
2023-01-19 07:00:00,169.36,0,0.0,7,3,1
2023-01-19 08:00:00,212.16,0,0.0,8,3,1
2023-01-19 09:00:00,230.29,0,0.0,9,3,1
2023-01-19 10:00:00,238.73,0,0.0,10,3,1
2023-01-19 11:00:00,258.11,0,0.0,11,3,1
2023-01-19 12:00:00,234.86,0,0.0,12,3,1
2023-01-19 13:00:00,216.14,0,0.0,13,3,1
2023-01-19 14:00:00,249.31,0,0.0,14,3,1
2023-01-19 15:00:00,220.38,0,0.0,15,3,1
2023-01-19 16:00:00,231.72,0,0.0,16,3,1
2023-01-19 17:00:00,208.69,0,0.0,17,3,1
2023-01-19 18:00:00,188.03,0,0.0,18,3,1
2023-01-19 19:00:00,142.29,0,0.0,19,3,1
2023-01-19 20:00:00,154.27,0,0.0,20,3,1
2023-01-19 21:00:00,145.8,0,0.0,21,3,1
2023-01-19 22:00:00,107.74,0,0.0,22,3,1
2023-01-19 23:00:00,104.11,0,0.0,23,3,1
2023-01-20 00:00:00,116.14,0,0.0,0,4,1
2023-01-20 01:00:00,89.02,0,0.0,1,4,1
2023-01-20 02:00:00,111.69,0,0.0,2,4,1
2023-01-20 03:00:00,114.26,0,0.0,3,4,1
2023-01-20 04:00:00,129.71,0,0.0,4,4,1
2023-01-20 05:00:00,124.56,0,0.0,5,4,1
2023-01-20 06:00:00,126.16,0,0.0,6,4,1
2023-01-20 07:00:00,131.85,0,0.0,7,4,1
2023-01-20 08:00:00,198.24,0,0.0,8,4,1
2023-01-20 09:00:00,218.48,0,0.0,9,4,1
2023-01-20 10:00:00,228.9,0,0.0,10,4,1
2023-01-20 11:00:00,267.35,0,0.0,11,4,1
2023-01-20 12:00:00,256.59,0,0.0,12,4,1
2023-01-20 13:00:00,223.86,0,0.0,13,4,1
2023-01-20 14:00:00,238.52,0,0.0,14,4,1
2023-01-20 15:00:00,219.25,0,0.0,15,4,1
2023-01-20 16:00:00,210.73,0,0.0,16,4,1
2023-01-20 17:00:00,205.72,0,0.0,17,4,1
2023-01-20 18:00:00,199.29,0,0.0,18,4,1
2023-01-20 19:00:00,131.97,0,0.0,19,4,1
2023-01-20 20:00:00,140.96,0,0.0,20,4,1
2023-01-20 21:00:00,97.52,0,0.0,21,4,1
2023-01-20 22:00:00,106.79,0,0.0,22,4,1
2023-01-20 23:00:00,140.67,0,0.0,23,4,1
